-20,-0.0061254,-1000
-14.99,-0.0049117,-1000
-163.2,-0.0035201,-1000
-108.8,-0.0035201,-1000
-89.99,-0.0076221,-1000
-6.61,-0.0007778,-1000
-6,-0.0007778,-1000
-20.5,-0.007949,-1000
-30.32,-0.0044098,-1000
-47.8,-0.0063995,-1000
-23,-0.0028241,-1000
-2.8,-0.0025512,-1000
-70,-0.0063352,-1000
-19.95,-0.0034364,-1000
-50,-0.0058016,-1000
-52.8,0.00102036,-1000
-149,-0.0042997,-1000
-200,-0.0049645,-1000
-100,-0.0091791,-1000
-8.4,-0.0061691,-1000
-13.3,-0.0071902,-1000
-9,-0.0086194,-1000
-21.05,-0.0029653,-1000
3743,-0.0045201,1000
-111.04,-0.0062692,-1000
-14,-0.006523,-1000
-9,-0.0086194,-1000
-12,-0.0054418,-1000
-4.78,-0.0006552,-1000
-5.92,-0.0006552,-1000
-12,-0.0067672,-1000
-24,-0.0067672,-1000
-11,-0.0067672,-1000
-24,-0.0067672,-1000
-24,-0.0067672,-1000
-15,-0.0092463,-1000
-15,-0.0056854,-1000
-5.5,-0.0025605,-1000
-18.99,-0.0029943,-1000
-200,-0.0062855,-1000
-9,-0.0086194,-1000
-15,-0.0105389,-1000
-20,-0.0064152,-1000
-9,-0.0086194,-1000
-21.05,-0.0029653,-1000
-52.2,-0.0060107,-1000
-9,-0.0086194,-1000
-12,-0.0075843,-1000
-10.9,-0.0056737,-1000
-36.07,-0.0066323,-1000
-20,-0.0061254,-1000
-35,-0.002212,-1000
-9,-0.0086194,-1000
-9,-0.0086194,-1000
-188,-0.0101569,-1000
-21.05,-0.0029653,-1000
1048.5,-0.0045201,1000
-9,-0.0086194,-1000
-3.7,-0.0086194,-1000
-20,-0.0066395,-1000
-9,-0.0086194,-1000
-21.5,-0.0080052,-1000
-14.29,-0.003326,-1000
-4,-0.0050704,-1000
-4,-0.0050704,-1000
-67.65,-0.0022036,-1000
-30.47,-0.0079193,-1000
-9,-0.0086194,-1000
-20,-0.0101569,-1000
