0.03,0.002985165,-1000
1981.55,-0.006622454,-1000
0.1,0.002985165,-1000
-200,-0.012123072,-1000
-300,-0.00876343,-1000
0.6,0.002985165,-1000
-1500,-0.00876343,-1000
0.82,0.002985165,-1000
0.91,0.002985165,-1000
0.77,0.002985165,-1000
0.85,0.002985165,-1000
0.96,0.002985165,-1000
1.27,0.002985165,-1000
1.36,0.002985165,-1000
7.78,-0.000362872,-1000
1.4,0.002985165,-1000
1.63,0.002985165,-1000
-2066.89,-0.00876343,-1000
-1000,-0.00876343,-1000
2.33,0.002985165,-1000
1300,-0.006366895,-1000
2.94,0.002985165,-1000
-50,-0.012123072,-1000
-400,-0.012123072,-1000
-400,-0.012123072,-1000
3.59,0.002985165,-1000
-500,-0.012123072,-1000
-250,-0.012123072,-1000
-250,-0.012123072,-1000
150,-0.001184501,-1000
150,-0.007422186,-1000
-100,-0.012123072,-1000
-300,-0.012123072,-1000
-300,-0.012123072,-1000
-600,-0.012123072,-1000
3000,-0.006366895,-1000
3.41,0.002985165,-1000
-400,-0.012123072,-1000
-400,-0.012123072,-1000
400,-0.006366895,-1000
4.62,0.002985165,-1000
600,-0.006366895,-1000
-2600,-0.00876343,-1000
703.85,-0.006366895,-1000
250,-0.006366895,-1000
3.06,0.002985165,-1000
2000,-0.006366895,-1000
-100,-0.012123072,-1000
-100,-0.012123072,-1000
-200,-0.012123072,-1000
2000,-0.006366895,-1000
1.22,0.002985165,-1000
1.22,0.002985165,-1000
1.32,0.002985165,-1000
-200,-0.012123072,-1000
1.51,0.002985165,-1000
2.08,0.002985165,-1000
-100,-0.00876343,-1000
-400,-0.012123072,-1000
-2500,-0.00876343,-1000
-300,-0.00876343,-1000
4.39,0.002985165,-1000
4.4,0.002985165,-1000
-100,-0.012123072,-1000
-600,-0.012123072,-1000
-500,-0.012123072,-1000
-500,-0.012123072,-1000
7.71,0.002985165,-1000
-500,-0.012123072,-1000
-500,-0.012123072,-1000
-1500,-0.012123072,-1000
9.01,0.002985165,-1000
10.23,0.002985165,-1000
-100,-0.012123072,-1000
-100,-0.012123072,-1000
-200,-0.012123072,-1000
-200,-0.012123072,-1000
-300,-0.012123072,-1000
-411.07,-0.012123072,-1000
-300,-0.012123072,-1000
11.7,0.002985165,-1000
-1000,-0.012123072,-1000
12.07,0.002985165,-1000
-100,-0.012123072,-1000
-100,-0.012123072,-1000
17.13,0.002985165,-1000
-400,-0.012123072,-1000
-400,-0.00876343,-1000
16.98,0.002985165,-1000
-700,-0.012123072,-1000
-1000,-0.00876343,-1000
-1000,-0.012123072,-1000
-1000,-0.012123072,-1000
22.82,0.002985165,-1000
-1000,-0.00876343,-1000
-1000,-0.012123072,-1000
-500,-0.012123072,-1000
-100,-0.012123072,-1000
-100,-0.00876343,-1000
24.05,0.002985165,-1000
-9.95,-0.011421677,-1000
-347,-0.007959156,-1000
-100,-0.009311629,-1000
-161,-0.012283565,-1000
-10.72,-0.002381705,-1000
645.87,-0.006398294,-1000
-161,-0.012283565,-1000
-13.21,-0.002819552,-1000
-14.61,-0.002819552,-1000
-29.06,-0.002819552,-1000
813.03,-0.006398294,-1000
-75,-0.010211783,-1000
-53.9,-0.002284816,-1000
-161,-0.012283565,-1000
-9.3,-0.002819552,-1000
-75,-0.010211783,-1000
-221.6,-0.007959156,-1000
-3.4,-0.002819552,-1000
-3,-0.002819552,-1000
557.35,-0.006398294,-1000
-55,-0.002665073,-1000
-161,-0.012283565,-1000
-47.03,-0.004824651,-1000
-550,-0.015424483,-1000
-161,-0.012283565,-1000
1128.5,-0.001627037,-1000
0,0.000550488,-1000
-172.85,-0.002873875,-1000
-62.5,-0.003269211,-1000
-161,-0.012283565,-1000
-43.5,-0.003269211,-1000
-70.45,-0.002819552,-1000
-15.65,-0.003093252,-1000
-16.5,-0.006932208,-1000
-13.01,-0.01026346,-1000
406.69,-0.006398294,-1000
-44.95,-0.007410349,-1000
-62.5,-0.003269211,-1000
-12.1,-0.003521674,-1000
-99,-0.003075736,-1000
-280,-0.015424483,-1000
-161,-0.012283565,-1000
-46.4,-0.003521674,-1000
-39.94,-0.005535444,-1000
-62.5,-0.003269211,-1000
-161,-0.012283565,-1000
-62.5,-0.003269211,-1000
135.96,-0.006398294,-1000
-8.62,-0.002819552,-1000
-16.98,-0.004095507,-1000
-75,-0.011288827,-1000
-100,-0.001340445,-1000
-12,-0.007959156,-1000
-100,-0.007959156,-1000
-20.04,-0.002819552,-1000
-11.55,-0.002819552,-1000
-9.4,-0.004824651,-1000
-12,-0.002819552,-1000
376.72,-0.006398294,-1000
-27.79,-0.004824651,-1000
-18.8,-0.004824651,-1000
-16.81,-0.002819552,-1000
-4.5,-0.004824651,-1000
-22.87,-0.006880385,-1000
-15.79,-0.002819552,-1000
-8,-0.008868681,-1000
-75,-0.011288827,-1000
-23.52,-0.002819552,-1000
-20.16,-0.002819552,-1000
73.62,-0.006398294,-1000
-44,0.001214618,-1000
-6.46,-0.004824651,-1000
-24.27,-0.002819552,-1000
-11.76,-0.003075192,-1000
-36.33,-0.014895926,-1000
-20.52,-0.002819552,-1000
-75,-0.011288827,-1000
-34.9,-0.002284816,-1000
-4.8,-0.002819552,-1000
1185.23,-0.006398294,-1000
-44,0.001214618,-1000
-11.99,-0.006880385,-1000
-17.63,-0.002819552,-1000
-44,0.001214618,-1000
190.97,-0.006398294,-1000
-15.62,-0.002819552,-1000
-47.97,-0.004824651,-1000
-18.8,-0.004824651,-1000
-16.79,-0.002819552,-1000
-180,-0.015424483,-1000
-44,0.001214618,-1000
-403.15,-0.004485272,-1000
-414.9,-0.004485272,-1000
575.89,-0.001627037,-1000
-14.28,-0.011520193,-1000
-10.09,-0.002819552,-1000
-17.9,-0.004824651,-1000
-4.7,-0.004824651,-1000
-44,0.001214618,-1000
-100,-0.001340445,-1000
-185,-0.015424483,-1000
92.4,-0.006398294,-1000
-4.7,-0.004824651,-1000
-6.88,-0.004824651,-1000
-54.86,-0.002819552,-1000
-44,0.001214618,-1000
-17.55,-0.003847469,-1000
-4.7,-0.004824651,-1000
-8.08,-0.002819552,-1000
-94.44,-0.004485272,-1000
-82,-0.007959156,-1000
-4.7,-0.004824651,-1000
-2.63,-0.002819552,-1000
-44,0.001214618,-1000
-22.35,-0.007422797,-1000
-48.4,-0.009639391,-1000
186.85,-0.006398294,-1000
-44,0.001214618,-1000
629.14,-0.006398294,-1000
-93.59,-0.007422797,-1000
-13.44,-0.004824651,-1000
-33.2,-0.002819552,-1000
-17.36,-0.002819552,-1000
-29.26,-0.002819552,-1000
-32.35,-0.002819552,-1000
-2.62,0.005936665,-1000
201.23,-0.006398294,-1000
-24.37,-0.002819552,-1000
-9.4,-0.004485272,-1000
-113.36,-0.004485272,-1000
-9.49,-0.004824651,-1000
-144.9,-0.004485272,-1000
-292.65,-0.004485272,-1000
-3.44,0.005936665,-1000
345.15,-0.001627037,-1000
-7.93,0.005936665,-1000
-15,-0.002572523,-1000
-41,0.001214618,-1000
-147.5,-0.007377,-1000
-5.3,-0.018924443,-1000
-3.99,-0.018924443,-1000
1182.96,-0.006398294,-1000
-2.9,-0.006880385,-1000
-22.14,-0.010402641,-1000
-30.6,-0.002819552,-1000
-3.47,-0.003521674,-1000
-10.48,-0.002819552,-1000
-28.93,-0.004053736,-1000
-50,-0.015424483,-1000
-9.68,-0.002819552,-1000
-3.1,-0.002819552,-1000
-40,0.001214618,-1000
-31.99,-0.002819552,-1000
-63.48,-0.009639391,-1000
-25.45,-0.002819552,-1000
-17.15,-0.006880385,-1000
-4.7,-0.004824651,-1000
-60,-0.003269211,-1000
-5.63,-0.002819552,-1000
-145,0.006047615,-1000
-33.14,-0.003411967,-1000
-18.85,-0.006880385,-1000
-113.34,-0.002819552,-1000
-27,-0.002995824,-1000
783.03,-0.001627037,-1000
-50.9,-0.004986947,-1000
-200,-0.001340445,-1000
-22.45,-0.004824651,-1000
-484.8,-0.007959156,-1000
-26,-0.00334714,-1000
-347.2,-0.007959156,-1000
61.16,-0.006398294,-1000
-12.98,-0.006880385,-1000
-18.09,-0.002819552,-1000
-144,-0.011288827,-1000
-46.63,-0.004824651,-1000
-90,-0.003269211,-1000
-6.42,-0.002819552,-1000
-27.21,-0.002959376,-1000
-28.4,-0.003817581,-1000
-24.4,-0.003817581,-1000
-11.7,-0.003817581,-1000
-18.5,-0.004824651,-1000
492.97,-0.006398294,-1000
-27.26,-0.004824651,-1000
-15.4,-0.002819552,-1000
360.73,-0.006398294,-1000
-60,-0.003269211,-1000
-289,0.000507348,-1000
-55.99,-0.00334714,-1000
-70,-0.011288827,-1000
-2.99,-0.006887523,-1000
-14.99,-0.006887523,-1000
1141.46,-0.006398294,-1000
-12.99,-0.006887523,-1000
-54.01,-0.002849162,-1000
-10.99,-0.006887523,-1000
-28.17,-0.002819552,-1000
-70,-0.011288827,-1000
-30,-0.007959156,-1000
-38.59,-0.007883354,-1000
-50,-0.006290568,-1000
-12.99,-0.006887523,-1000
-50,-0.006290568,-1000
-2.99,-0.006887523,-1000
-70,-0.011288827,-1000
1003.46,-0.006398294,-1000
-9.95,-0.002819552,-1000
-15,0.00558795,-1000
-60,-0.003269211,-1000
-12.99,-0.006887523,-1000
-9.4,-0.006880385,-1000
-2.99,-0.006887523,-1000
-6.3,-0.007252339,-1000
-26.51,-0.002819552,-1000
-60,-0.003269211,-1000
-36.5,-0.003269211,-1000
-21.68,-0.002819552,-1000
-95,-0.015424483,-1000
-27.27,-0.002819552,-1000
-229,-0.012352673,-1000
-36.4,-0.002819552,-1000
-205,-0.007959156,-1000
-47.98,-0.005881954,-1000
-60,-0.003269211,-1000
-36.5,-0.003269211,-1000
-12.99,-0.006887523,-1000
-60,-0.003269211,-1000
