-11,-0.008008501
-7.1,-0.007759143
-20,-0.006125407
-9,-0.008619416
-4,-0.00625867
-9,-0.008619416
-21.05,-0.002965325
-27.48,-0.002280771
-5.2,-0.005623153
-18.2,-0.004841066
-15,-0.010538931
-50.88,-0.005685434
-58.4,-0.002560467
-13,-0.002560467
-11.5,-0.004609757
-49.95,-0.006201299
-151.98,-0.00525127
-15,-0.010538931
-439.4,-0.001150812
-119.82,0.001417728
-9,-0.008619416
-4,-0.00625867
-21.05,-0.002965325
-52.2,-0.006010682
3778,-0.004520114
-9,-0.008619416
-111.04,-0.006269228
-20,-0.006125407
-6.04,-0.002203631
-20.4,-0.004873686
-14,-0.002994289
-2.4,-0.005941252
-19,-0.007660732
-40,-0.014454613
-300,-0.006285476
-9,-0.008619416
-9,-0.008619416
-9.5,-0.007899727
-21.05,-0.002965325
-5.95,-0.007434531
-208,-0.004478824
-5.2,-0.011836214
-69.6,-0.011517961
-9,-0.008619416
-6.5,-0.011613714
-87,-0.006632262
-14.89,-0.005591583
-26,-0.009081169
-15,-0.005685434
-58,-0.003478557
-16.23,-0.007310317
1000,-0.010287876
22,-0.00023352
-239.99,-0.002872121
-9,-0.008619416
-20,-0.003795945
-9,-0.008619416
-21.05,-0.002965325
-52.2,-0.006010682
-9,-0.008619416
-50,-0.007180858
-9,-0.008619416
-8,-0.005685434
-15,-0.005685434
-14.29,-0.00332597
-3.7,-0.001554254
-362.66,-0.000745107
1000,-0.010287876
-75,0.002273608
-9,-0.008619416
-50,-0.007558676
-9,-0.008619416
85.85,-0.002129976
-21.05,-0.002965325
-9,-0.008619416
-22,-0.004115996
-18.19,-0.004841066
-15,-0.005685434
-34.99,-0.00460864
-9.5,-0.002203631
-19.5,-0.010538931
-2,-0.005941252
-140,-0.003751545
-14.95,-0.006201299
-204.5,0.003955731
-90,-0.007346339
-9,-0.008619416
-9,-0.008619416
-21.05,-0.002965325
-52.2,-0.006010682
-27.48,-0.00711189
-9,-0.008619416
-9,-0.008619416
-4.5,-0.005976794
-19.9,-0.004072054
-9,-0.008619416
-15,-0.005685434
-8,-0.002203631
-4.7,-0.007216047
-37.49,-0.006933141
-13.24,-0.006144202
-159,-0.006144202
-10.5,-0.004873686
-10.5,-0.004873686
-5000,-0.012711523
-111.04,-0.006269228
3778.01,-0.004520114
-90,-0.007346339
-9,-0.008619416
-74.9,-0.005394076
-9,-0.008619416
-21.05,-0.002965325
-8,-0.005070437
-9,-0.008619416
-42.9,-0.007957213
-9,-0.008619416
-8,-0.003100658
-15,-0.005685434
-8,-0.002560467
-20,0.005932872
-9,-0.008619416
-15,-0.010538931
-9,-0.008619416
-10.6,-0.002965325
-52.2,-0.006010682
-9,-0.008619416
-9,-0.008619416
-15,-0.005685434
-8,-0.002560467
-150,-0.006285476
60,-0.005417518
-150,-0.003723862
-14.29,-0.00332597
-9.2,-0.00530389
-21.89,-0.00711189
-54.96,-0.00711189
-9,-0.005070437
-9,-0.008619416
-16.8,-0.004873686
-14,-0.007665938
-28.25,-0.002965325
-20,-0.005121455
-9,-0.008619416
-799,-0.010156878
-66.29,-0.004307996
-6.99,-0.006944822
-88,-0.008934286
-37,-0.005673275
-10000,-0.012711523
37.05,-0.005673826
6152.69,-0.005305882
-9,-0.006944822
-88,-0.008934286
-17.47,-0.004841066
-28.25,-0.002965325
-52.2,-0.006010682
37.05,-0.005673826
-9,-0.008619416
-47.96,-0.006839923
-25,-0.005441819
-25.4,-0.011465887
-15,-0.005685434
-58,-0.003478557
-4,-0.002994289
-14,-0.002994289
-300,-0.005762868
-9,-0.008619416
-111.04,-0.006269228
-20,-0.005121455
-9,-0.008619416
-28.25,-0.002965325
3768,-0.004520114
-9,-0.008619416
-0.2,0.006743108
-6.53,-0.006111672
-20,-0.00525127
-9,-0.008619416
-9,-0.008619416
-3,-0.004483445
-28.19,-0.004307996
-15,-0.005685434
-3,-0.002203631
-4,-0.005941252
-14,-0.002994289
-170,-0.007403213
-8.4,-0.004873686
-8,-0.004873686
-35,-0.005673275
-9,-0.008619416
-30,-0.004453338
-20,-0.007300322
-9,-0.008619416
-15.34,-0.002203631
-28.25,-0.002965325
-52.2,-0.006010682
-396.83,-0.005685434
-34.99,-0.00570649
-21,-0.007948959
-51.5,-0.008202008
-9.5,-0.002203631
-15.6,-0.004988439
-39.5,-0.005293437
-18.7,-0.004641095
-30.24,-0.004671012
-17.4,-0.004873686
-10.5,-0.004873686
-9,-0.008619416
-3.7,-0.008619416
-4.65,-0.015347728
-9.1,-0.015347728
-27.15,-0.002965325
-9,-0.008619416
-16.4,-0.006573752
-14.29,-0.00332597
-5.2,-0.008539944
-9,-0.008619416
-82,-0.004330804
-42.9,-0.007259239
-100,-0.006839923
-9.86,-0.008005225
-6,-0.005685434
-9,-0.008619416
-4,-0.002560467
-15,-0.00525127
-5.13,-0.01244601
-9,-0.008619416
-8,-0.004873686
-10.5,-0.004873686
-10.5,-0.004873686
-28.64,-0.000655154
-27.15,-0.002965325
-52.2,-0.006010682
-43.99,0.001647637
-16,-0.007450505
-7,-0.006642395
-8.8,-0.002560467
-15.96,-0.004841066
-9,-0.008619416
-14.99,-0.006707233
-11.5,-0.004609757
-15,-0.010538931
-200,-0.006285476
-9,-0.008619416
-10.2,-0.008341283
-10.6,-0.002482652
-72.67,-0.004671012
-131.04,-0.006269228
-27.15,-0.002965325
-9,-0.008619416
-16,-0.008688125
-12,-0.005354831
3774,-0.004520114
-21,-0.005976794
-5,-0.010538931
-9,-0.008619416
-1.5,-0.006762207
-8,-0.002560467
-14.5,-0.007097444
-9,-0.008619416
-27.15,-0.002965325
-52.2,-0.006010682
-9,-0.007180858
-96.7,-0.005967787
-5.5,-0.005976794
-10,-0.005976794
-7,-0.006642395
-7,-0.006642395
-180,-0.006285476
-9,-0.008619416
-71.95,-0.005108359
-66.05,-0.002203631
-16,-0.00836424
32,-0.005725262
-9,-0.008619416
-9,-0.008619416
-27.15,-0.002965325
-12,-0.00625867
-9,-0.008619416
-14.29,-0.00332597
-12,-0.005288606
-35.13,-0.006632262
-23,-0.009081169
-3,-0.002203631
-15,-0.007450505
-25.21,-0.002203631
-2,-0.005941252
-88,0.003955731
-9,-0.008619416
140,-0.00779634
110,-0.008494191
-9,-0.008619416
-11,-0.008008501
-27.15,-0.002965325
-29.82,-0.006010682
-9,-0.008619416
-12.5,-0.006642395
-7,-0.006642395
-6.5,-0.008005225
-10.7,-0.000655154
-42.32,-0.00440981
-15.56,-0.004841066
-9,-0.008619416
-12.5,-0.002560467
-16,-0.006639522
-5.99,-0.007310317
-7,-0.005232663
-12,-0.005232663
-100,-0.006201299
-43,-0.008712391
-85,-0.003028085
-9.95,-0.007434531
-27.15,-0.002965325
3650.92,-0.004520114
-9,-0.008619416
-19.9,-0.004072054
-10.5,-0.003103527
-16,-0.002560467
-134.09,-0.006269228
-6.8,-0.006191732
-17.99,-0.002994289
-7.4,-0.005548594
-20,-0.004887181
-160,-0.006285476
-66,-0.006170484
-27.15,-0.002965325
-8.9,-0.002203631
-15,-0.005214269
-17.35,-0.002560467
-27.15,-0.002965325
-12,-0.005354831
1498,-0.004205402
-29,-0.008745912
-40,-0.005108359
-62.52,-0.008284529
-8,-0.002203631
-14.29,-0.00332597
-15,-0.005214269
-99.4,0.003955731
-20,-0.002157758
-27.15,-0.002965325
-244.06,-0.003753185
-15,-0.005214269
833,-0.010287876
-150,-0.011021365
-15.51,-0.004841066
-27.15,-0.002965325
-15,-0.005214269
-116.54,-0.006269228
-210,-0.006724485
-27.15,-0.002965325
-9,-0.005976794
-30,-0.007005088
-16.99,-0.006707233
-15,-0.005214269
-56.02,-0.002203631
-24.3,-0.005590317
-1000,-0.011021365
-12.99,-0.006707233
-54.99,-0.003505633
-24.95,-0.003686502
-4,-0.002560467
-12.65,-0.008341283
-5.05,-0.008341283
-119.95,0.003724518
-149,0.000665112
-59.95,-0.003956846
-1500,-0.002726611
-27.15,-0.002965325
-79.5,-0.00672535
-15,-0.005214269
-4.5,-0.005976794
-122.03,-0.005171366
-40,-0.005108359
936,-0.002664298
